"subject" "activity" "variable" "average"
"3441" 9 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Z" -0.082276174942619
"3442" 9 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-X" -0.952141220714286
"3443" 9 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-Y" -0.936306558809524
"3444" 9 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-Z" -0.876641297380952
"3445" 9 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-X" 0.130193043809524
"3446" 9 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-Y" -0.0206865965952381
"3447" 9 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-Z" 0.00262568854761905
"3448" 9 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-X" 0.017623342197619
"3449" 9 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Y" -0.3094424725
"3450" 9 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Z" -0.359513362761905
"3451" 9 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-X" -0.0916383011071429
"3452" 9 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Y" -0.0712598843142857
"3453" 9 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Z" 0.116804400690476
"3454" 9 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.396429197952381
"3455" 9 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Y" -0.340765233142857
"3456" 9 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Z" -0.279685150191905
"3457" 9 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-X" -0.094591202447619
"3458" 9 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0597608334619048
"3459" 9 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0678080598785714
"3460" 9 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-X" -0.509669314047619
"3461" 9 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.448602451190476
"3462" 9 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.417239550952381
"3463" 9 "WALKING_DOWNSTAIRS" "tBodyAccMag-mean()" 0.145886357935714
"3464" 9 "WALKING_DOWNSTAIRS" "tBodyAccMag-std()" 0.265120131365238
"3465" 9 "WALKING_DOWNSTAIRS" "tGravityAccMag-mean()" 0.145886357935714
"3466" 9 "WALKING_DOWNSTAIRS" "tGravityAccMag-std()" 0.265120131365238
"3467" 9 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag-mean()" -0.16237608927619
"3468" 9 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag-std()" 0.039907818552381
"3469" 9 "WALKING_DOWNSTAIRS" "tBodyGyroMag-mean()" -0.168921400633333
"3470" 9 "WALKING_DOWNSTAIRS" "tBodyGyroMag-std()" -0.322331464761905
"3471" 9 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.469028434047619
"3472" 9 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std()" -0.455855425238095
"3473" 9 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-X" 0.103128506197619
"3474" 9 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Y" -0.183120455428571
"3475" 9 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Z" -0.103705822657857
"3476" 9 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-X" 0.250488758869048
"3477" 9 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" -0.273561385142857
"3478" 9 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.0349494927142857
"3479" 9 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-X" -0.0645354342404762
"3480" 9 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-Y" -0.313643041809524
"3481" 9 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-Z" -0.293677789595238
"3482" 9 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" 0.00938224337142857
"3483" 9 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.355981821428571
"3484" 9 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Z" -0.425377408333333
"3485" 9 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-X" -0.325042890904762
"3486" 9 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-Y" -0.312512195452381
"3487" 9 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-Z" -0.250686586719048
"3488" 9 "WALKING_DOWNSTAIRS" "fBodyGyro-std()-X" -0.423558773952381
"3489" 9 "WALKING_DOWNSTAIRS" "fBodyGyro-std()-Y" -0.364282565714286
"3490" 9 "WALKING_DOWNSTAIRS" "fBodyGyro-std()-Z" -0.356561471714286
"3491" 9 "WALKING_DOWNSTAIRS" "fBodyAccMag-mean()" 0.222203941
"3492" 9 "WALKING_DOWNSTAIRS" "fBodyAccMag-std()" 0.0888671674047619
"3493" 9 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-mean()" 0.00716877883571429
"3494" 9 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-std()" 0.0705526138333333
"3495" 9 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-mean()" -0.347540226666667
"3496" 9 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-std()" -0.424170737142857
"3497" 9 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-mean()" -0.463172053809524
"3498" 9 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-std()" -0.485158906904762
"3499" 9 "WALKING_UPSTAIRS" "tBodyAcc-mean()-X" 0.262436475714286
"3500" 9 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0195101099975714
"3501" 9 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Z" -0.125219003959184
"3502" 9 "WALKING_UPSTAIRS" "tBodyAcc-std()-X" -0.36144437755102
"3503" 9 "WALKING_UPSTAIRS" "tBodyAcc-std()-Y" -0.302206203816327
"3504" 9 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" -0.253434083542857
"3505" 9 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.902647777755102
"3506" 9 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.0377947824285714
"3507" 9 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Z" -0.266009866857143
"3508" 9 "WALKING_UPSTAIRS" "tGravityAcc-std()-X" -0.954383557142857
"3509" 9 "WALKING_UPSTAIRS" "tGravityAcc-std()-Y" -0.901317321632653
"3510" 9 "WALKING_UPSTAIRS" "tGravityAcc-std()-Z" -0.89407107877551
"3511" 9 "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-X" 0.0692266245755102
"3512" 9 "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-Y" 0.00126612218367347
"3513" 9 "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-Z" 0.00766046602367347
"3514" 9 "WALKING_UPSTAIRS" "tBodyAccJerk-std()-X" -0.335291644693878
"3515" 9 "WALKING_UPSTAIRS" "tBodyAccJerk-std()-Y" -0.586147012244898
"3516" 9 "WALKING_UPSTAIRS" "tBodyAccJerk-std()-Z" -0.647296002040816
"3517" 9 "WALKING_UPSTAIRS" "tBodyGyro-mean()-X" -0.16396719
"3518" 9 "WALKING_UPSTAIRS" "tBodyGyro-mean()-Y" -0.0412587909579592
"3519" 9 "WALKING_UPSTAIRS" "tBodyGyro-mean()-Z" 0.14569462592449
"3520" 9 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.343976630734694
"3521" 9 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.400859067959184
"3522" 9 "WALKING_UPSTAIRS" "tBodyGyro-std()-Z" -0.138176481058776
"3523" 9 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-X" -0.0684689593355102
"3524" 9 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0302797452408163
"3525" 9 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0236327911183673
"3526" 9 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.660419534285714
"3527" 9 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.708604774693878
"3528" 9 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Z" -0.65711420122449
"3529" 9 "WALKING_UPSTAIRS" "tBodyAccMag-mean()" -0.260727581428571
"3530" 9 "WALKING_UPSTAIRS" "tBodyAccMag-std()" -0.400222037142857
"3531" 9 "WALKING_UPSTAIRS" "tGravityAccMag-mean()" -0.260727581428571
"3532" 9 "WALKING_UPSTAIRS" "tGravityAccMag-std()" -0.400222037142857
"3533" 9 "WALKING_UPSTAIRS" "tBodyAccJerkMag-mean()" -0.440667540204082
"3534" 9 "WALKING_UPSTAIRS" "tBodyAccJerkMag-std()" -0.445485397959184
"3535" 9 "WALKING_UPSTAIRS" "tBodyGyroMag-mean()" -0.0833234490061224
"3536" 9 "WALKING_UPSTAIRS" "tBodyGyroMag-std()" -0.425839761428571
"3537" 9 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.672840561836735
"3538" 9 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std()" -0.748651255510204
"3539" 9 "WALKING_UPSTAIRS" "fBodyAcc-mean()-X" -0.342735952653061
"3540" 9 "WALKING_UPSTAIRS" "fBodyAcc-mean()-Y" -0.405022798163265
"3541" 9 "WALKING_UPSTAIRS" "fBodyAcc-mean()-Z" -0.384710423408163
"3542" 9 "WALKING_UPSTAIRS" "fBodyAcc-std()-X" -0.369815777346939
"3543" 9 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" -0.297641062755102
"3544" 9 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.244081808302041
"3545" 9 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-X" -0.402044750408163
"3546" 9 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-Y" -0.608498592040816
"3547" 9 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-Z" -0.615125710612245
"3548" 9 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.327421989591837
"3549" 9 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.590112916530612
"3550" 9 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Z" -0.677831082857143
"3551" 9 "WALKING_UPSTAIRS" "fBodyGyro-mean()-X" -0.313941631326531
"3552" 9 "WALKING_UPSTAIRS" "fBodyGyro-mean()-Y" -0.499159202857143
"3553" 9 "WALKING_UPSTAIRS" "fBodyGyro-mean()-Z" -0.327698671183673
"3554" 9 "WALKING_UPSTAIRS" "fBodyGyro-std()-X" -0.361626377102041
"3555" 9 "WALKING_UPSTAIRS" "fBodyGyro-std()-Y" -0.352033091612245
"3556" 9 "WALKING_UPSTAIRS" "fBodyGyro-std()-Z" -0.165554554220408
"3557" 9 "WALKING_UPSTAIRS" "fBodyAccMag-mean()" -0.372890348979592
"3558" 9 "WALKING_UPSTAIRS" "fBodyAccMag-std()" -0.509929461428571
"3559" 9 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-mean()" -0.419533108571429
"3560" 9 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-std()" -0.484935752040816
"3561" 9 "WALKING_UPSTAIRS" "fBodyBodyGyroMag-mean()" -0.531482693877551
"3562" 9 "WALKING_UPSTAIRS" "fBodyBodyGyroMag-std()" -0.456841325204082
"3563" 9 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-mean()" -0.734159449387755
"3564" 9 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-std()" -0.787781590816326
"3565" 10 "LAYING" "tBodyAcc-mean()-X" 0.280230574137931
"3566" 10 "LAYING" "tBodyAcc-mean()-Y" -0.024294484137931
"3567" 10 "LAYING" "tBodyAcc-mean()-Z" -0.117168642362069
"3568" 10 "LAYING" "tBodyAcc-std()-X" -0.968283685
"3569" 10 "LAYING" "tBodyAcc-std()-Y" -0.946454302068966
"3570" 10 "LAYING" "tBodyAcc-std()-Z" -0.95947148637931
"3571" 10 "LAYING" "tGravityAcc-mean()-X" -0.453069737586207
"3572" 10 "LAYING" "tGravityAcc-mean()-Y" -0.139297681034483
"3573" 10 "LAYING" "tGravityAcc-mean()-Z" -0.031121624137931
"3574" 10 "LAYING" "tGravityAcc-std()-X" -0.954531941896552
"3575" 10 "LAYING" "tGravityAcc-std()-Y" -0.966701156034483
"3576" 10 "LAYING" "tGravityAcc-std()-Z" -0.963045642431035
"3577" 10 "LAYING" "tBodyAccJerk-mean()-X" 0.073815064487931
"3578" 10 "LAYING" "tBodyAccJerk-mean()-Y" 0.015698997097069
"3579" 10 "LAYING" "tBodyAccJerk-mean()-Z" 0.00716689586275862
"3580" 10 "LAYING" "tBodyAccJerk-std()-X" -0.978007466724138
"3581" 10 "LAYING" "tBodyAccJerk-std()-Y" -0.966930793448276
"3582" 10 "LAYING" "tBodyAccJerk-std()-Z" -0.976256662586207
"3583" 10 "LAYING" "tBodyGyro-mean()-X" -0.019555937162069
"3584" 10 "LAYING" "tBodyGyro-mean()-Y" -0.0770325657265517
"3585" 10 "LAYING" "tBodyGyro-mean()-Z" 0.104720478344828
"3586" 10 "LAYING" "tBodyGyro-std()-X" -0.961713199827586
"3587" 10 "LAYING" "tBodyGyro-std()-Y" -0.953660207586207
"3588" 10 "LAYING" "tBodyGyro-std()-Z" -0.971940597413793
"3589" 10 "LAYING" "tBodyGyroJerk-mean()-X" -0.100308254413793
"3590" 10 "LAYING" "tBodyGyroJerk-mean()-Y" -0.0388797920413793
"3591" 10 "LAYING" "tBodyGyroJerk-mean()-Z" -0.0590744912758621
"3592" 10 "LAYING" "tBodyGyroJerk-std()-X" -0.965900578103448
"3593" 10 "LAYING" "tBodyGyroJerk-std()-Y" -0.966621040344828
"3594" 10 "LAYING" "tBodyGyroJerk-std()-Z" -0.983949302758621
"3595" 10 "LAYING" "tBodyAccMag-mean()" -0.956781819655172
"3596" 10 "LAYING" "tBodyAccMag-std()" -0.940301654482759
"3597" 10 "LAYING" "tGravityAccMag-mean()" -0.956781819655172
"3598" 10 "LAYING" "tGravityAccMag-std()" -0.940301654482759
"3599" 10 "LAYING" "tBodyAccJerkMag-mean()" -0.976234435172414
"3600" 10 "LAYING" "tBodyAccJerkMag-std()" -0.967556980689655
"3601" 10 "LAYING" "tBodyGyroMag-mean()" -0.937590998793103
"3602" 10 "LAYING" "tBodyGyroMag-std()" -0.927471165517241
"3603" 10 "LAYING" "tBodyGyroJerkMag-mean()" -0.970830848965517
"3604" 10 "LAYING" "tBodyGyroJerkMag-std()" -0.959632931551724
"3605" 10 "LAYING" "fBodyAcc-mean()-X" -0.96918420862069
"3606" 10 "LAYING" "fBodyAcc-mean()-Y" -0.954341849137931
"3607" 10 "LAYING" "fBodyAcc-mean()-Z" -0.964300845172414
"3608" 10 "LAYING" "fBodyAcc-std()-X" -0.96796803862069
"3609" 10 "LAYING" "fBodyAcc-std()-Y" -0.946229148258621
"3610" 10 "LAYING" "fBodyAcc-std()-Z" -0.959813667810345
"3611" 10 "LAYING" "fBodyAccJerk-mean()-X" -0.979014668793104
"3612" 10 "LAYING" "fBodyAccJerk-mean()-Y" -0.968039173793103
"3613" 10 "LAYING" "fBodyAccJerk-mean()-Z" -0.972592212931034
"3614" 10 "LAYING" "fBodyAccJerk-std()-X" -0.978904364137931
"3615" 10 "LAYING" "fBodyAccJerk-std()-Y" -0.968120692241379
"3616" 10 "LAYING" "fBodyAccJerk-std()-Z" -0.978582339137931
"3617" 10 "LAYING" "fBodyGyro-mean()-X" -0.953793912068965
"3618" 10 "LAYING" "fBodyGyro-mean()-Y" -0.954670034482759
"3619" 10 "LAYING" "fBodyGyro-mean()-Z" -0.969755777241379
"3620" 10 "LAYING" "fBodyGyro-std()-X" -0.96454456637931
"3621" 10 "LAYING" "fBodyGyro-std()-Y" -0.953453496551724
"3622" 10 "LAYING" "fBodyGyro-std()-Z" -0.975298797068965
"3623" 10 "LAYING" "fBodyAccMag-mean()" -0.950848109137931
"3624" 10 "LAYING" "fBodyAccMag-std()" -0.944304974655172
"3625" 10 "LAYING" "fBodyBodyAccJerkMag-mean()" -0.968561121551724
"3626" 10 "LAYING" "fBodyBodyAccJerkMag-std()" -0.965377553448276
"3627" 10 "LAYING" "fBodyBodyGyroMag-mean()" -0.937692642586207
"3628" 10 "LAYING" "fBodyBodyGyroMag-std()" -0.933701315344828
"3629" 10 "LAYING" "fBodyBodyGyroJerkMag-mean()" -0.960976821551724
"3630" 10 "LAYING" "fBodyBodyGyroJerkMag-std()" -0.960772875517241
"3631" 10 "SITTING" "tBodyAcc-mean()-X" 0.270612056481481
"3632" 10 "SITTING" "tBodyAcc-mean()-Y" -0.015042681852037
"3633" 10 "SITTING" "tBodyAcc-mean()-Z" -0.104253238796296
"3634" 10 "SITTING" "tBodyAcc-std()-X" -0.982901825925926
"3635" 10 "SITTING" "tBodyAcc-std()-Y" -0.917979529962963
"3636" 10 "SITTING" "tBodyAcc-std()-Z" -0.967826981666667
"3637" 10 "SITTING" "tGravityAcc-mean()-X" 0.791887198148148
"3638" 10 "SITTING" "tGravityAcc-mean()-Y" -0.041260775
"3639" 10 "SITTING" "tGravityAcc-mean()-Z" 0.20253457287037
"3640" 10 "SITTING" "tGravityAcc-std()-X" -0.973128354074074
"3641" 10 "SITTING" "tGravityAcc-std()-Y" -0.935690006481481
"3642" 10 "SITTING" "tGravityAcc-std()-Z" -0.966898520555556
"3643" 10 "SITTING" "tBodyAccJerk-mean()-X" 0.0775372505185185
"3644" 10 "SITTING" "tBodyAccJerk-mean()-Y" 0.00897875458703704
"3645" 10 "SITTING" "tBodyAccJerk-mean()-Z" -0.00499566427666667
"3646" 10 "SITTING" "tBodyAccJerk-std()-X" -0.988946414074074
"3647" 10 "SITTING" "tBodyAccJerk-std()-Y" -0.980756789814815
"3648" 10 "SITTING" "tBodyAccJerk-std()-Z" -0.988255803703704
"3649" 10 "SITTING" "tBodyGyro-mean()-X" -0.0432432176851852
"3650" 10 "SITTING" "tBodyGyro-mean()-Y" -0.0679993598888889
"3651" 10 "SITTING" "tBodyGyro-mean()-Z" 0.0745958869444444
"3652" 10 "SITTING" "tBodyGyro-std()-X" -0.988873097222222
"3653" 10 "SITTING" "tBodyGyro-std()-Y" -0.984373304814815
"3654" 10 "SITTING" "tBodyGyro-std()-Z" -0.960445962037037
"3655" 10 "SITTING" "tBodyGyroJerk-mean()-X" -0.0931555026481481
"3656" 10 "SITTING" "tBodyGyroJerk-mean()-Y" -0.0411216540925926
"3657" 10 "SITTING" "tBodyGyroJerk-mean()-Z" -0.048941191502963
"3658" 10 "SITTING" "tBodyGyroJerk-std()-X" -0.992326657222222
"3659" 10 "SITTING" "tBodyGyroJerk-std()-Y" -0.992584494814815
"3660" 10 "SITTING" "tBodyGyroJerk-std()-Z" -0.990259813148148
"3661" 10 "SITTING" "tBodyAccMag-mean()" -0.96075719962963
"3662" 10 "SITTING" "tBodyAccMag-std()" -0.939669591481481
"3663" 10 "SITTING" "tGravityAccMag-mean()" -0.96075719962963
"3664" 10 "SITTING" "tGravityAccMag-std()" -0.939669591481481
"3665" 10 "SITTING" "tBodyAccJerkMag-mean()" -0.988054237592593
"3666" 10 "SITTING" "tBodyAccJerkMag-std()" -0.985209856296296
"3667" 10 "SITTING" "tBodyGyroMag-mean()" -0.944202043703704
"3668" 10 "SITTING" "tBodyGyroMag-std()" -0.963064577592593
"3669" 10 "SITTING" "tBodyGyroJerkMag-mean()" -0.993707487592593
"3670" 10 "SITTING" "tBodyGyroJerkMag-std()" -0.991696196481481
"3671" 10 "SITTING" "fBodyAcc-mean()-X" -0.984943144259259
"3672" 10 "SITTING" "fBodyAcc-mean()-Y" -0.9404502
"3673" 10 "SITTING" "fBodyAcc-mean()-Z" -0.97464465462963
"3674" 10 "SITTING" "fBodyAcc-std()-X" -0.982242427777778
"3675" 10 "SITTING" "fBodyAcc-std()-Y" -0.912838063018519
"3676" 10 "SITTING" "fBodyAcc-std()-Z" -0.966121042592593
"3677" 10 "SITTING" "fBodyAccJerk-mean()-X" -0.989365013888889
"3678" 10 "SITTING" "fBodyAccJerk-mean()-Y" -0.980962856111111
"3679" 10 "SITTING" "fBodyAccJerk-mean()-Z" -0.986056767777778
"3680" 10 "SITTING" "fBodyAccJerk-std()-X" -0.989550917407407
"3681" 10 "SITTING" "fBodyAccJerk-std()-Y" -0.982045591111111
"3682" 10 "SITTING" "fBodyAccJerk-std()-Z" -0.98911086
"3683" 10 "SITTING" "fBodyGyro-mean()-X" -0.986477363333333
"3684" 10 "SITTING" "fBodyGyro-mean()-Y" -0.986179215555556
"3685" 10 "SITTING" "fBodyGyro-mean()-Z" -0.96539546962963
"3686" 10 "SITTING" "fBodyGyro-std()-X" -0.989712360740741
"3687" 10 "SITTING" "fBodyGyro-std()-Y" -0.983579646666667
"3688" 10 "SITTING" "fBodyGyro-std()-Z" -0.962418559814815
"3689" 10 "SITTING" "fBodyAccMag-mean()" -0.955281010740741
"3690" 10 "SITTING" "fBodyAccMag-std()" -0.941511952777778
"3691" 10 "SITTING" "fBodyBodyAccJerkMag-mean()" -0.985900801111111
"3692" 10 "SITTING" "fBodyBodyAccJerkMag-std()" -0.983266741481482
"3693" 10 "SITTING" "fBodyBodyGyroMag-mean()" -0.974459732592593
"3694" 10 "SITTING" "fBodyBodyGyroMag-std()" -0.962459956111111
"3695" 10 "SITTING" "fBodyBodyGyroJerkMag-mean()" -0.992191529259259
"3696" 10 "SITTING" "fBodyBodyGyroJerkMag-std()" -0.991409100925926
"3697" 10 "STANDING" "tBodyAcc-mean()-X" 0.276650300681818
"3698" 10 "STANDING" "tBodyAcc-mean()-Y" -0.0155418603409091
"3699" 10 "STANDING" "tBodyAcc-mean()-Z" -0.107964083931818
"3700" 10 "STANDING" "tBodyAcc-std()-X" -0.978403481818182
"3701" 10 "STANDING" "tBodyAcc-std()-Y" -0.919561843409091
"3702" 10 "STANDING" "tBodyAcc-std()-Z" -0.941271440454545
"3703" 10 "STANDING" "tGravityAcc-mean()-X" 0.954008785454545
"3704" 10 "STANDING" "tGravityAcc-mean()-Y" -0.0431597830454545
"3705" 10 "STANDING" "tGravityAcc-mean()-Z" 0.0346980210431818
"3706" 10 "STANDING" "tGravityAcc-std()-X" -0.991259485
"3707" 10 "STANDING" "tGravityAcc-std()-Y" -0.975410724090909
"3708" 10 "STANDING" "tGravityAcc-std()-Z" -0.959579657727273
"3709" 10 "STANDING" "tBodyAccJerk-mean()-X" 0.0809784390227273
"3710" 10 "STANDING" "tBodyAccJerk-mean()-Y" 0.0119007630575
"3711" 10 "STANDING" "tBodyAccJerk-mean()-Z" -0.00485841031477273
"3712" 10 "STANDING" "tBodyAccJerk-std()-X" -0.964311490454545
"3713" 10 "STANDING" "tBodyAccJerk-std()-Y" -0.941328663409091
"3714" 10 "STANDING" "tBodyAccJerk-std()-Z" -0.9764306
"3715" 10 "STANDING" "tBodyGyro-mean()-X" -0.0281854325604545
"3716" 10 "STANDING" "tBodyGyro-mean()-Y" -0.0876820486363636
"3717" 10 "STANDING" "tBodyGyro-mean()-Z" 0.103251560681818
"3718" 10 "STANDING" "tBodyGyro-std()-X" -0.929895057954545
"3719" 10 "STANDING" "tBodyGyro-std()-Y" -0.958861164090909
"3720" 10 "STANDING" "tBodyGyro-std()-Z" -0.953681099545455
"3721" 10 "STANDING" "tBodyGyroJerk-mean()-X" -0.104753833181818
"3722" 10 "STANDING" "tBodyGyroJerk-mean()-Y" -0.0371593000727273
"3723" 10 "STANDING" "tBodyGyroJerk-mean()-Z" -0.0584162547045455
"3724" 10 "STANDING" "tBodyGyroJerk-std()-X" -0.950367548409091
"3725" 10 "STANDING" "tBodyGyroJerk-std()-Y" -0.976445016590909
"3726" 10 "STANDING" "tBodyGyroJerk-std()-Z" -0.969051030681818
"3727" 10 "STANDING" "tBodyAccMag-mean()" -0.951988907954545
"3728" 10 "STANDING" "tBodyAccMag-std()" -0.937264537954545
"3729" 10 "STANDING" "tGravityAccMag-mean()" -0.951988907954545
"3730" 10 "STANDING" "tGravityAccMag-std()" -0.937264537954545
"3731" 10 "STANDING" "tBodyAccJerkMag-mean()" -0.965163818409091
"3732" 10 "STANDING" "tBodyAccJerkMag-std()" -0.952058214545455
"3733" 10 "STANDING" "tBodyGyroMag-mean()" -0.929787259772727
"3734" 10 "STANDING" "tBodyGyroMag-std()" -0.920486810227273
"3735" 10 "STANDING" "tBodyGyroJerkMag-mean()" -0.971637661590909
"3736" 10 "STANDING" "tBodyGyroJerkMag-std()" -0.964409410454545
"3737" 10 "STANDING" "fBodyAcc-mean()-X" -0.970099814318182
"3738" 10 "STANDING" "fBodyAcc-mean()-Y" -0.923378745227273
"3739" 10 "STANDING" "fBodyAcc-mean()-Z" -0.955272383863636
"3740" 10 "STANDING" "fBodyAcc-std()-X" -0.982949246136364
"3741" 10 "STANDING" "fBodyAcc-std()-Y" -0.921860476590909
"3742" 10 "STANDING" "fBodyAcc-std()-Z" -0.938098683181818
"3743" 10 "STANDING" "fBodyAccJerk-mean()-X" -0.963565166136364
"3744" 10 "STANDING" "fBodyAccJerk-mean()-Y" -0.942187760454545
"3745" 10 "STANDING" "fBodyAccJerk-mean()-Z" -0.972241512272727
"3746" 10 "STANDING" "fBodyAccJerk-std()-X" -0.968612135909091
"3747" 10 "STANDING" "fBodyAccJerk-std()-Y" -0.944847393636364
"3748" 10 "STANDING" "fBodyAccJerk-std()-Z" -0.979428729090909
"3749" 10 "STANDING" "fBodyGyro-mean()-X" -0.924005912954545
"3750" 10 "STANDING" "fBodyGyro-mean()-Y" -0.960323800909091
"3751" 10 "STANDING" "fBodyGyro-mean()-Z" -0.950915730909091
"3752" 10 "STANDING" "fBodyGyro-std()-X" -0.932273942727273
"3753" 10 "STANDING" "fBodyGyro-std()-Y" -0.958399857954545
"3754" 10 "STANDING" "fBodyGyro-std()-Z" -0.958901257272727
"3755" 10 "STANDING" "fBodyAccMag-mean()" -0.9401101675
"3756" 10 "STANDING" "fBodyAccMag-std()" -0.945048242954545
"3757" 10 "STANDING" "fBodyBodyAccJerkMag-mean()" -0.951633690454545
"3758" 10 "STANDING" "fBodyBodyAccJerkMag-std()" -0.952105964545455
"3759" 10 "STANDING" "fBodyBodyGyroMag-mean()" -0.937786743409091
"3760" 10 "STANDING" "fBodyBodyGyroMag-std()" -0.922961550454545
"3761" 10 "STANDING" "fBodyBodyGyroJerkMag-mean()" -0.965614081363636
"3762" 10 "STANDING" "fBodyBodyGyroJerkMag-std()" -0.965055815454545
"3763" 10 "WALKING" "tBodyAcc-mean()-X" 0.278574076603774
"3764" 10 "WALKING" "tBodyAcc-mean()-Y" -0.017022351190566
"3765" 10 "WALKING" "tBodyAcc-mean()-Z" -0.109057512132075
"3766" 10 "WALKING" "tBodyAcc-std()-X" -0.178709734396226
"3767" 10 "WALKING" "tBodyAcc-std()-Y" -0.0227431651698113
"3768" 10 "WALKING" "tBodyAcc-std()-Z" -0.395645072075472
"3769" 10 "WALKING" "tGravityAcc-mean()-X" 0.963092149811321
"3770" 10 "WALKING" "tGravityAcc-mean()-Y" -0.0838277013962264
"3771" 10 "WALKING" "tGravityAcc-mean()-Z" 0.0549276242264151
"3772" 10 "WALKING" "tGravityAcc-std()-X" -0.974435158113208
"3773" 10 "WALKING" "tGravityAcc-std()-Y" -0.971114719811321
"3774" 10 "WALKING" "tGravityAcc-std()-Z" -0.957862728301887
